"title","year","authors","affiliations","journal","citations","keywords","affiliation_missing","source","doi"
"Design, synthesis and molecular docking of new fused 1H-pyrroles, pyrrolo[3,2-d]pyrimidines and pyrrolo[3,2-e][1, 4]diazepine derivatives as potent EGFR/CDK2 inhibitors","2022","Belal A.; Abdel Gawad N.M.; Mehany A.B.M.; Abourehab M.A.S.; Elkady H.; Al‐Karmalawy A.A.; Ismael A.S.","Medicinal Chemistry Department, Faculty of Pharmacy, Beni-Suef University, Beni-Suef, Egypt; Department of Pharmaceutical Chemistry, College of Pharmacy, Taif University, Taif, Saudi Arabia; Medicinal Chemistry Department, Faculty of Pharmacy, Cairo University, Giza, Egypt; Department of Zoology, Faculty of Science, Al-Azhar University, Nasr City, Egypt; Department of Pharmaceutics, Faculty of Pharmacy, Umm Al-Qura University, Makkah, Saudi Arabia; Department of Pharmaceutics and Industrial Pharmacy, College of Pharmacy, Minia University, Minia, Egypt; Pharmaceutical Medicinal Chemistry & Drug Design Department, Faculty of Pharmacy (Boys), Al-Azhar University, Cairo, Egypt; Department of Pharmaceutical Medicinal Chemistry, Faculty of Pharmacy, Horus University‐ Egypt, New Damietta, Egypt","Journal of Enzyme Inhibition and Medicinal Chemistry","69","1H-pyrrole; 4]diazepine; Anticancer; CDK2 inhibitor; EGFR inhibitor; pyrrolo[3,2-d]pyrimidine; pyrrolo[3,2-e][1","False","Scopus","10.1080/14756366.2022.2096019"
"Modified Benzoxazole-Based VEGFR-2 Inhibitors and Apoptosis Inducers: Design, Synthesis, and Anti-Proliferative Evaluation","2022","Elwan A.; Abdallah A.E.; Mahdy H.A.; Dahab M.A.; Taghour M.S.; Elkaeed E.B.; Mehany A.B.M.; Nabeeh A.; Adel M.; Alsfouk A.A.; Elkady H.; Eissa I.H.","Pharmaceutical Medicinal Chemistry Drug Design Department, Faculty of Pharmacy (Boys), Al-Azhar University, Cairo, 11884, Egypt; Department of Pharmaceutical Sciences, College of Pharmacy, AlMaarefa University, Riyadh, 13713, Saudi Arabia; Zoology Department, Faculty of Science (Boys), Al-Azhar University, Cairo, 11884, Egypt; Department of Pharmaceutical Sciences, College of Pharmacy, Princess Nourah bint Abdulrahman University, Riyadh, 11671, Saudi Arabia","Molecules","57","anticancer; benzoxazole; molecular modeling; VEGFR-2 kinase","False","Scopus","10.3390/molecules27155047"
"Spectroscopic, Thermodynamic and Molecular Docking Studies on Molecular Mechanisms of Drug Binding to Proteins","2022","Wani T.A.; Zargar S.; Hussain A.","Department of Pharmaceutical Chemistry, College of Pharmacy, King Saud University, P.O. Box 2457, Riyadh, 11451, Saudi Arabia; Department of Biochemistry, College of Science, King Saud University, P.O. Box 22452, Riyadh, 11451, Saudi Arabia; Department of Pharmacognosy, College of Pharmacy, King Saud University, P.O. Box 2457, Riyadh, 11451, Saudi Arabia","Molecules","40","","False","Scopus","10.3390/molecules27238405"
"Nano-tungsten trioxide saturable absorber for L-band noise-like pulse mode-locked fiber laser","2022","Abdul Hadi M.A.W.; Lau K.Y.; Mohd Yusoff N.; Zainol Abidin N.H.; Alresheedi M.T.; Abas A.F.; Goh C.S.; Mahdi M.A.","Wireless and Photonics Networks Research Centre, Faculty of Engineering, Universiti Putra Malaysia, 43400 UPM Serdang, Selangor, Malaysia; State Key Laboratory of Modern Optical Instrumentation, College of Optical Science and Engineering, Zhejiang University, Hangzhou, 310027, China; Department of Electrical Engineering, College of Engineering, P.O. Box 800, King Saud University, Riyadh, 11421, Saudi Arabia; Alnair Labs Corporation, Westside Gotanda Building, 6-2-7 Nishi-Gotanda, Tokyo, Shinagawa-ku, 141-0031, Japan","Optical Fiber Technology","10","L-band; Mode-locked fiber laser; Noise-like pulse; Tapered optical fiber; Tungsten trioxide; Ultrashort pulse","False","Scopus","10.1016/j.yofte.2022.102933"
"Toward the Discovery of SARS-CoV-2 Main Protease Inhibitors: Exploring Therapeutic Potentials of Evodiamine and Its Derivatives, Virtual Screening, Molecular Docking, and Molecular Dynamic Studies","2022","Belal A.; Elsayed A.; Gharib A.F.; Ali Alqarni M.A.; Soliman A.M.; Mehany A.B.M.; Elanany M.A.","Department of Pharmaceutical Chemistry, College of Pharmacy, Taif University, Taif, Saudi Arabia; Department of Pharmaceutics and Industrial Pharmacy, College of Pharmacy, Taif University, Taif, Saudi Arabia; Department of Clinical Laboratory Sciences, College of Applied Medical Sciences, Taif University, Taif, Saudi Arabia; Pharmacy Department, King Faisal Medical Complex, Taif, Saudi Arabia; Drug Radiation Research, National Centre for Radiation Research and Technology, Egyptian Atomic Energy Authority, Cairo, Egypt; Department of Zoology, Faculty of Science (Boys), Al-Azhar University, Cairo, Egypt; School of Pharmacy and Pharmaceutical Industries, Badr University in Cairo, Cairo, Egypt","Natural Product Communications","8","COVID-19; docking dynamics; evodiamines; heterocyclic molecules; main protease; natural products","False","Scopus","10.1177/1934578X221143082"
"Green Synthesis Design, Spectroscopic Characterizations, and Biological Activities of Novel Pyrrole Derivatives: An Application to Evaluate Their Toxic Effect on Cotton Aphids","2022","Kamel M.S.; Aboelez M.O.; Elnagar M.R.; Shokr E.K.; Selim H.M.R.M.; Abdel-Ghany H.E.; Drar A.M.; Belal A.; El Hamd M.A.; Abd El Aleem Ali Ali El-Remaily M.","Department of Chemistry, Faculty of Science, Sohag University, Sohag, 82524, Egypt; Department of Pharmaceutical Chemistry, Faculty of Pharmacy, Sohag University, Sohag, 82524, Egypt; Department of Pharmacology and Toxicology, Faculty of Pharmacy, Al-Azhar University, Cairo, 11823, Egypt; Department of Pharmacology, College of Pharmacy, The Islamic University, Najaf, 54001, Iraq; Department of Physics, Faculty of Science, Sohag University, Sohag, 82524, Egypt; Department of Pharmaceutical Sciences, Faculty of Pharmacy, Al-Maarefa University, Riyadh, Diriyah, 13713, Saudi Arabia; Depaetment of Microbiology and Immunology, Faculty of Pharmacy, Al-Azhar University, Egypt; Dpartement of Insecticides, Plant Protection Research Institute, Agriculture Research Center, Dokki, Giza, Egypt; Department of Medicinal Chemistry, Faculty of Pharmacy, Beni-Suef University, Beni-Suef, 62514, Egypt; Department of Pharmaceutical Chemistry, College of Pharmacy, Taif University, Taif, 21944, Saudi Arabia; Department of Pharmaceutical Sciences, College of Pharmacy, Shaqra University, Shaqra, 11961, Saudi Arabia; Department of Pharmaceutical Analytical Chemistry, Faculty of Pharmacy, South Valley University, Qena, 83523, Egypt","ChemistrySelect","51","Cotton Aphids; Green Synthesis; Microwave Irradiation; Pyrrole; Spectroscopic Evaluation","False","Scopus","10.1002/slct.202203191"
"Independent Association of 25[OH]D Level on Reduced Glutathione and TNF-α in Patients with Diabetes and/or Hypertension","2022","Alradini F.A.; El-Sheikh A.A.K.; Al Shahrani A.S.; Alzamil N.M.; Fayed A.A.; Alsayed E.; Alharbi S.S.; Altulihee M.A.; Andijani S.A.; Alshaiddi W.K.; Alamri F.A.","Department of Clinical Sciences, College of Medicine, Princess Nourah bint Abdulrahman University, Riyadh, Saudi Arabia; Department of Basic Sciences, College of Medicine, Princess Nourah bint Abdulrahman University, Riyadh, Saudi Arabia; Department of Pharmacology, Faculty of Medicine, Minia University, El-Minia, Egypt; Department of Clinical Pathology, Faculty of Medicine, Minia University, El-Minia, Egypt; Department of Family and Community Health, King Abdullah bin Abdulaziz University Hospital, Princess Nourah bint Abdulrahman University, Riyadh, Saudi Arabia; Department of Pathology and Laboratory Medicine, King Abdullah bin Abdulaziz University Hospital, Princess Nourah bint Abdulrahman University, Riyadh, Saudi Arabia; Global Center of Mass Gathering Medicine, Ministry of Health, Family Medicine, Primary Health Center, Riyadh, Saudi Arabia","International Journal of General Medicine","1","diabetes; hypertension; reduced glutathione; TNF-α; vitamin D","False","Scopus","10.2147/IJGM.S375282"
"Corneal Epithelium Thickness and Refractive Changes After Myopic Laser Corneal Refractive Surgery","2022","Canto-Cerdan M.; El Bahrawy M.; Alió J.L.; Casanova L.; García M.J.; Al-Amri S.A.J.; Cavas F.; Alió del Barrio J.L.","The Cornea, Cataract and Refractive Surgery Unit, Vissum (Miranza Group), Alicante, Spain; The Division of Ophthalmology, School of Medicine, Universidad Miguel Hernández, Alicante, Spain; Watany Research & Development Center, Cairo, Egypt; The Glaucoma, Cataract and Refractive Surgery Department, Prince Sultan Medical Military City, Riyadh, Saudi Arabia; The Department of Structures, Construction and Graphical Expression, Technical University of Cartagena, Spain","Journal of Refractive Surgery","24","","False","Scopus","10.3928/1081597X-20220718-01"
"Tailoring of Rosuvastatin Calcium and Atenolol Bilayer Tablets for the Management of Hyperlipidemia Associated with Hypertension: A Preclinical Study","2022","Elsayed M.M.A.; Aboelez M.O.; Mohamed M.S.; Mahmoud R.A.; El-Shenawy A.A.; Mahmoud E.A.; Al-Karmalawy A.A.; Santali E.Y.; Alshehri S.; Elsadek M.E.M.; El Hamd M.A.; Ramadan A.E.H.","Department of Pharmaceutics and Clinical Pharmacy, Faculty of Pharmacy, Sohag University, Sohag, 82524, Egypt; Department of Pharmaceutical Chemistry, Faculty of Pharmacy, Sohag University, Sohag, 82524, Egypt; Department of Pharmaceutics and Pharmaceutical Technology, Faculty of Pharmacy, Al Azhar University, Assiut, 71524, Egypt; Department of Clinical Pathology, Faculty of Veterinary Medicine, Zagazig University, Zagazig, 44511, Egypt; Department of Pharmaceutical Medicinal Chemistry, Faculty of Pharmacy, Horus University-Egypt, New Damietta, 34518, Egypt; Department of Pharmaceutical Chemistry, College of Pharmacy, Taif University, P.O. Box 11099, Taif, 21944, Saudi Arabia; Department of Pharmaceutics and Industrial Pharmacy, College of Pharmacy, Taif University, P.O. Box 11099, Taif, 21944, Saudi Arabia; Department of Pharmaceutics and Industrial Pharmacy, Faculty of Pharmacy, Merit University, Sohag, 82755, Egypt; Department of Pharmaceutical Sciences, College of Pharmacy, Shaqra University, Shaqra, 11961, Saudi Arabia; Department of Pharmaceutical Analytical Chemistry, Faculty of Pharmacy, South Valley University, Qena, 83523, Egypt; Department of Pharmaceutics, Faculty of Pharmacy, Port Said University, Port Said, 42515, Egypt","Pharmaceutics","31","atenolol; bilayer tablets; factorial design; hyperlipidemia; hypertension; preclinical studies; rosuvastatin calcium","False","Scopus","10.3390/pharmaceutics14081629"
"New Anticancer Theobromine Derivative Targeting EGFRWT and EGFRT790M: Design, Semi-Synthesis, In Silico, and In Vitro Anticancer Studies","2022","Elkaeed E.B.; Yousef R.G.; Elkady H.; Alsfouk A.A.; Husein D.Z.; Ibrahim I.M.; Metwaly A.M.; Eissa I.H.","Department of Pharmaceutical Sciences, College of Pharmacy, AlMaarefa University, Riyadh, 13713, Saudi Arabia; Pharmaceutical Medicinal Chemistry & Drug Design Department, Faculty of Pharmacy (Boys), Al-Azhar University, Cairo, 11884, Egypt; Department of Pharmaceutical Sciences, College of Pharmacy, Princess Nourah bint Abdulrahman University, Riyadh, 11671, Saudi Arabia; Chemistry Department, Faculty of Science, New Valley University, El-Kharja, 72511, Egypt; Biophysics Department, Faculty of Science, Cairo University, Cairo, 12613, Egypt; Pharmacognosy and Medicinal Plants Department, Faculty of Pharmacy (Boys), Al-Azhar University, Cairo, 11884, Egypt; Biopharmaceutical Products Research Department, Genetic Engineering and Biotechnology Research Institute, City of Scientific Research and Technological Applications (SRTA-City), Alexandria, 21934, Egypt","Molecules","47","anticancer; DFT; EGFR; MD simulations; Molecular docking; semi-synthesis; theobromine derivative","False","Scopus","10.3390/molecules27185859"
"10-year experience with lamellar keratoplasty for the surgical Management of Paediatric Corneal Diseases","2022","Pellegrini M.; Salgari N.; D'Angelo S.; Caruso L.; Franco E.; Bovone C.; Spena R.; Zauli G.; Busin M.; Yu A.C.","Department of Translational Medicine, University of Ferrara, Ferrara, Italy; Department of Ophthalmology, Ospedali Privati Forlì “Villa Igea”, Forlì, Italy; Istituto Internazionale per la Ricerca e Formazione in Oftalmologia, Forlì, Italy; Department of Neuroscience and Rehabilitation, University of Ferrara, Ferrara, Italy; Research Department, King Khaled Eye Specialist Hospital, Riyadh, Saudi Arabia","Acta Ophthalmologica","3","","False","Scopus","10.1111/aos.15199"
"Validation of the Arabic version of the quality of life impact of refractive correction questionnaire","2022","Bokhary KA, Alshamrani ES, Jamous KF, Fahmy R.","","Saudi J Ophthalmol","0","","True","PubMed","10.4103/sjopt.sjopt_117_21"
"Clinical features and histopathological analysis of corneal myxoma","2022","Al-Qahtani B.S.; Alkatan H.M.; Khandekar R.; Al-Salem A.; Al-Swailem S.A.","Research Department, King Khaled Eye Specialist Hospital, PO Box 7191, Riyadh, 11462, Saudi Arabia; Ophthalmolmology Department, King Faisal Specialist Hospital, Riyadh, Saudi Arabia; Ophthalmology Department, College of Medicine, King Saud University, Riyadh, Saudi Arabia; King Saud University Medical City, College of Medicine, King Saud University, Riyadh, Saudi Arabia","Scientific Reports","2","","False","Scopus","10.1038/s41598-022-15475-1"
"Accelerated versus conventional corneal collagen crosslinking: Short-term clinical outcomes in stabilizing keratoconus","2022","Aldairi W, AlQahtani R, Alzaid S, Mousa A, Khandekar R, Al-Swailem SA.","","Saudi J Ophthalmol","0","","True","PubMed","10.4103/sjopt.sjopt_49_22"
"Long-term outcomes and causes of intrastromal corneal ring segment explantation in a tertiary eye hospital","2022","Al-Habboubi HF, Martinez-Osorio H, Y Maktabi AM, Badawi AH, Aldosari FN, Khandekar R, Al-Swailem SA.","","Saudi J Ophthalmol","0","","True","PubMed","10.4103/sjopt.sjopt_70_22"
"Intramuscular hemangioma of the pretarsal orbicularis oculi muscle in an adult treated with intralesional bleomycin injections","2022","AlAbdulhadi H.A.; AlFayyadh M.A.; AlBadri K.S.","Oculoplasty Department, Dhahran Eye Specialist Hospital, Dhahran, Saudi Arabia","American Journal of Ophthalmology Case Reports","1","Bleomycin; Case report; Eyelids; Hemangioma; Intralesional injections","False","Scopus","10.1016/j.ajoc.2022.101456"
"Design and synthesis of novel benzoazoninone derivatives as potential CBSIs and apoptotic inducers: In Vitro, in Vivo, molecular docking, molecular dynamics, and SAR studies","2022","Hammouda M.M.; Elmaaty A.A.; Nafie M.S.; Abdel-Motaal M.; Mohamed N.S.; Tantawy M.A.; Belal A.; Alnajjar R.; Eldehna W.M.; Al‐Karmalawy A.A.","Department of Chemistry, College of Science and Humanities in Al-Kharj, Prince Sattam Bin Abdulaziz University, Al-Kharj, 11942, Saudi Arabia; Department of Chemistry, Faculty of Science, Mansoura University, Mansoura, 35516, Egypt; Department of Medicinal Chemistry, Faculty of Pharmacy, Port Said University, Port Said, 42526, Egypt; Chemistry Department, Faculty of Science, Suez Canal University, Ismailia, 41522, Egypt; Department of Chemistry, College of Science, Qassim University, Buraydah, 51452, Saudi Arabia; Hormones Department, Medical Research and Clinical Studies Institute, National Research Centre, Dokki, Giza, 12622, Egypt; Stem Cells Lab, Center of Excellence for Advanced Sciences, National Research Centre, Dokki, Giza, 12622, Egypt; Medicinal Chemistry Department, Faculty of Pharmacy, Beni-Suef University, Beni-Suef, 62514, Egypt; Department of Pharmaceutical Chemistry, College of Pharmacy, Taif University, P.O. Box 11099, Taif, 21944, Saudi Arabia; Department of Chemistry, Faculty of Science, University of Benghazi, Benghazi, Libya; Department of Chemistry, University of Cape Town, Rondebosch, 7701, South Africa; Department of Pharmaceutical Chemistry, Faculty of Pharmacy, Kafrelsheikh University, Kafrelsheikh, Egypt; Department of Pharmaceutical Medicinal Chemistry, Faculty of Pharmacy, Horus University‐Egypt, New Damietta, 34518, Egypt","Bioorganic Chemistry","69","Apoptosis genes; Benzoazoninone derivatives; CBSIs; SAR","False","Scopus","10.1016/j.bioorg.2022.105995"
"Anticoagulants as Potential SARS-CoV-2 Mpro Inhibitors for COVID-19 Patients: In Vitro, Molecular Docking, Molecular Dynamics, DFT, and SAR Studies","2022","Abo Elmaaty A.; Eldehna W.M.; Khattab M.; Kutkat O.; Alnajjar R.; El-Taweel A.N.; Al-Rashood S.T.; Abourehab M.A.S.; Binjubair F.A.; Saleh M.A.; Belal A.; Al-Karmalawy A.A.","Department of Medicinal Chemistry, Faculty of Pharmacy, Port Said University, Port Said, 42526, Egypt; Department of Pharmaceutical Chemistry, Faculty of Pharmacy, Kafrelsheikh University, Kafrelsheikh, 33516, Egypt; School of Biotechnology, Badr University in Cairo, Badr City, 11829, Egypt; Department of Chemistry of Natural and Microbial Products, Pharmaceutical and Drug Industries Research Institute, National Research Centre, El-Buhouth St., Dokki, Cairo, 12622, Egypt; Center of Scientific Excellence for Influenza Viruses, National Research Centre, Giza, 12622, Egypt; Department of Chemistry, Faculty of Science, University of Benghazi, Benghazi, 16063, Libya; Faculty of Pharmacy, Libyan International Medical University, Benghazi, 16063, Libya; Department of Chemistry, University of Cape Town, Rondebosch, 7701, South Africa; Department of Pharmaceutical Chemistry, College of Pharmacy, King Saud University, Riyadh, 11451, United Arab Emirates; Department of Pharmaceutics, Faculty of Pharmacy, Umm Al-Qura University, Makkah, 21955, United Arab Emirates; Department of Clinical Sciences, College of Medicine, University of Sharjah, Sharjah, 27272, United Arab Emirates; Department of Pharmacology and Toxicology, Faculty of Pharmacy, Mansoura University, Mansoura, 35516, Egypt; Medicinal Chemistry Department, Faculty of Pharmacy, Beni-Suef University, Beni-Suef, 62514, Egypt; Department of Pharmaceutical Chemistry, College of Pharmacy, Taif University, P.O. Box 11099, Taif, 21944, Saudi Arabia; Pharmaceutical Chemistry Department, Faculty of Pharmacy, Ahram Canadian University, Giza, 6th of October City, 12566, Egypt","International Journal of Molecular Sciences","44","anticoagulants; in silico; in vitro; M<sup>pro</sup>; SARS-CoV-2","False","Scopus","10.3390/ijms232012235"
"Translocation of pro-apoptotic proteins through basements membrane and hemidesmosome in the corneal epithelium of the keratoconus subjects","2022","Samivel R.; Alanazi S.A.; Almahuby I.S.; Khan A.A.; Kirat O.; Almutleb E.S.; Masmali A.M.","Cornea Research Chair, Department of Optics and Vision Science, College of Applied Medical Sciences, King Saud University, Riyadh, Saudi Arabia; Department of Optics and Vision Science, College of Applied Medical Sciences, King Saud University, Riyadh, Saudi Arabia; Department of Ophthalmology, King Khalid Eye Specialist Hospital, Riyadh, Saudi Arabia","Journal of King Saud University - Science","1","Basement's membrane; Corneal epithelial basal cells; Hemidesmosomes; Human corneas; Kerotoconus; Pro-apoptosis","False","Scopus","10.1016/j.jksus.2022.102328"
"Nanocarriers for Smart Therapeutic Strategies to Treat Drug-Resistant Tumors: A Review","2022","Alqahtani A.A.; Aslam H.; Shukrullah S.; Fatima H.; Naz M.Y.; Rahman S.; Mahnashi M.H.; Irfan M.","Department of Pharmaceutics, College of Pharmacy, Najran University, Najran, Saudi Arabia; Department of Physics, University of Agriculture Faisalabad, Faisalabad, 38040, Pakistan; Electrical Engineering Department, College of Engineering, Najran University, Najran, Saudi Arabia; Department of Pharmaceutical Chemistry, College of Pharmacy, Najran University, Najran, Saudi Arabia","Assay and Drug Development Technologies","0","drug delivery; drug-resistant tumors; nanocarriers; smart therapeutic strategies","False","Scopus","10.1089/adt.2022.025"
"Remarks on the Use of Pearson’s and Spearman’s Correlation Coefficients in Assessing Relationships in Ophthalmic Data","2021","Alsaqr A.M.","Department of Optometry, College of Applied Medical Sciences, King Saud University, Riyadh, Saudi Arabia","African Vision and Eye Health","61","correlation; eye; ocular; ophthalmology; optometry; Pearson’s; Spearman’s; statistics; vision","False","Scopus","10.4102/AVEH.V80I1.612"
"Glaucoma diagnoses and legal blindness from glaucoma among bedouin patients of central Saudi Arabia: A hospital-based study","2021","Al-Najmi Y.; Kirat O.; Abdalla Elsayed M.; Albeedh M.; Al-Rashed D.; Al-Mohammed A.","Department of Ophthalmology, Saggaf Eye Center, Jeddah, Saudi Arabia; Department of Ophthalmology, Prince Mohammed Bin Nasser Hospital, Ministry of Health, Riyadh, Saudi Arabia; Department of Ophthalmology, Jeddah Eye Hospital, Jeddah, 22237, Saudi Arabia; Department of Ophthalmology, Al-Safwa Hospital, Riyadh, Saudi Arabia; Department of Ophthalmology, Ministry of National Guard-Health Affairs, King Abdulaziz Medical City, Riyadh, Saudi Arabia","Middle East African Journal of Ophthalmology","2","Glaucoma; legal blindness; prevalence; risk factor","False","Scopus","10.4103/meajo.MEAJO_77_21"
"Medium-term clinical outcomes of deep anterior lamellar keratoplasty versus penetrating keratoplasty for macular corneal dystrophy","2021","Alaraj A.; Alameer A.; Al-Swailem S.","Anterior Segment Division, Department of Ophthalmology, King Khaled Eye Specialist Hospital, Riyadh, Saudi Arabia; Department of Ophthalmology, College of Medicine, Qassim University, Qassim, Saudi Arabia; Ophthalmology Division, Surgery Department, King Abdullah bin Abdulaziz University Hospital, Riyadh, Saudi Arabia","Clinical Ophthalmology","7","Keratoplasty; Lamellar keratoplasty; Macular corneal dystrophy; Penetrating keratoplasty","False","Scopus","10.2147/OPTH.S317971"
"Endophthalmitis post pars plana vitrectomy surgery: Incidence, organisms' profile, and management outcome in a tertiary eye hospital in Saudi Arabia","2021","Albloushi B.; Mura M.; Khandekar R.; Almesfer S.; Alyahya A.; Alabduljabbar K.; Alrefaie S.; Semidey V.","Division of Vitreoretinal, King Khaled Eye Specialist Hospital, Al-Urubah Road, P. O. Box: 7191, Riyadh, 11462, Saudi Arabia; Dhahran Eye Specialist Hospital, Dhahran, Saudi Arabia; Department of Research, King Khaled Eye Specialist Hospital, Riyadh, Saudi Arabia; Pediatric Ophthalmology Division, King Khaled Eye Specialist Hospital, Riyadh, Saudi Arabia","Middle East African Journal of Ophthalmology","2","Endophthalmitis; intraocular infection; pars plana vitrectomy","False","Scopus","10.4103/meajo.MEAJO_424_20"
"Measurement of Monochromatic Ocular Peripheral Aberrations in Type 1 Diabetes and Age-Matched Controls—a Pilot Study","2021","Khan A.; Zereid F.; Simmons D.; Osuagwu U.L.","Department of Medicine, Weill Cornell Medicine-Qatar, Doha, Qatar; Department of Medicine, Weill Cornell Medicine-Qatar, New York, NY, United States; College of Applied Medical sciences, King Saudi University, Riyadh, Saudi Arabia; Diabetes Obesity & Metabolism Translational Research Unit, School of Medicine, Western Sydney University, Campbelltown, 2560, NSW, Australia; Institute of Health & Biomedical Innovation, School of Optometry & Vision Science, Queensland University of Technology, Brisbane, Australia","SN Comprehensive Clinical Medicine","0","Age; Cornea; Eye; Hyperglycemia; Myopia; Refraction; Type 1 diabetes","False","Scopus","10.1007/s42399-021-00742-5"
"Variations in TAP1 and PSMB9 Genes Involved in Antigen Processing and Presentation Increase the Risk of Vitiligo in the Saudi Community","2021","Mufti A.H.; Aljahdali I.A.; Elhawary N.A.; Ekram S.N.; Abumansour I.; Sindi I.A.; Naffadi H.; Elhawary E.N.; Alyamani N.M.; Alghamdi G.; Alosaimi W.; Rawas G.; Alharbi A.; Tayeb M.T.","Department of Medical Genetics, College of Medicine, Umm Al-Qura University, P.O. Box 57543, Mecca, 21955, Saudi Arabia; Department of Community Medicine, College of Medicine, Umm Al-Qura University, Mecca, 21955, Saudi Arabia; Department of Biotechnology, Faculty of Science, King Abdulaziz University, Jeddah, 21589, Saudi Arabia; Common Science, First Year Deanship, Umm Al-Qura University, Mecca, Saudi Arabia; MS Genomic Medicine Program, Faculty of Medicine, University of Southampton, Southampton General Hospital, Southampton, United Kingdom; Department of Biology, College of Science, University of Jeddah, Jeddah, Saudi Arabia; Department of Hematology, Maternity and Children Hospital, Mecca, Saudi Arabia; King Abdullah Medical City, Mecca, Saudi Arabia; Saudi Biobank National ProjectKing Abdullah International Medical Research Center, Jeddah, Saudi Arabia","International Journal of General Medicine","4","linkage disequilibrium; single nucleotide polymorphisms; TAP1/PSMB9; TaqMan genotyping; vitiligo","False","Scopus","10.2147/IJGM.S341079"
"Ultrastructural study of collagen fibrils, proteoglycans and lamellae of the cornea treated with iontophoresis – UVA cross-linking and hypotonic riboflavin solution","2021","Almubrad T.; Mencucci R.; Smedowski A.; Samivel R.; Almutleb E.; Alkanaan A.; Khan A.A.; Masmali A.; Akhtar S.","Cornea Research Chair, Department of Optics and Vision Sciences, College of Applied Medical Science, King Saud University, Riyadh, Saudi Arabia; Department of Physiology, Faculty of Medical Sciences in Katowice, Medical University of Silesia, Katowice, Poland; Department of Oto-Neuro-Ophthalmology Surgical Sciences, Eye Clinic, University of Florence, Italy","Saudi Journal of Biological Sciences","3","Collagen fibrils; Cornea; Iontophoresis; Proteoglycans; Ultraviolet A","False","Scopus","10.1016/j.sjbs.2021.08.019"
"Computerized detection of limbal stem cell deficiency from digital cornea images","2021","Hosni Mahmoud H.A.; Khafga D.S.; Alharbi A.H.","Department of Computer Sciences, College of Computer and Information Sciences, Princess Nourah Bint Abdulrahman University, Riyadh, 11047, Saudi Arabia","Computer Systems Science and Engineering","0","Computerized detection; Corneal opacity; Feature extraction; Geometric features; Image processing","False","Scopus","10.32604/CSSE.2022.019633"
"Woodhouse-Sakati syndrome (WSS) A case report of 3 Saudi sisters with urogenital anomalies","2021","Alharbi M.S.","Department of Internal Medicine, College of Medicine, Qassim University, Buyrydah, Saudi Arabia","Saudi Medical Journal","5","Urogenital anomalies; Woodhouse-Sakati syndrome","False","Scopus","10.15537/smj.2021.42.11.20210329"
"RETRACTED: Corneal Biomechanics Computational Analysis for Keratoconus Diagnosis","2021","Alazzam M.B.; Alghamdi A.S.; Alshamrani S.S.","Faculty of Computer Science and Informatics, Amman Arab University, Jordan; Department of Computer Engineering, Collage of Computers and Information Technology, Taif University, P.O.Box 11099, Taif, 21944, Saudi Arabia; Department of Information Technology, College of Computer and Information Technology, Taif University, P.O. Box 11099, Taif, 21944, Saudi Arabia","Computational and Mathematical Methods in Medicine","9","","False","Scopus","10.1155/2021/6126503"
"Use of biomaterials in corneal endothelial repair","2021","Hussain N.A.; Figueiredo F.C.; Connon C.J.","University of Jeddah, Jeddah, Saudi Arabia; Biosciences Institute, Faculty of Medical Sciences, Newcastle University, Newcastle upon Tyne, United Kingdom; Biosciences Institute, Faculty of Medical Sciences, Newcastle University, Newcastle upon Tyne, NE1 7RU, United Kingdom; Biosciences Institute, Faculty of Medical Sciences, Newcastle University, Newcastle upon Tyne, United Kingdom; Department of Ophthalmology, Royal Victoria Infirmary, Newcastle upon Tyne Hospitals NHS Foundation Trust, Newcastle upon Tyne, United Kingdom","Therapeutic Advances in Ophthalmology","15","biomaterials; cornea; corneal transplantation; Descemet’s membrane (DM); human corneal endothelial cells (HCECs); scaffold; tissue engineering","False","Scopus","10.1177/25158414211058249"
"Association of the Recurrent Rare Variant c.415T>C p.Phe139Leu in CLN5 with a Recessively Inherited Macular Dystrophy","2021","Magliyah M.S.; Geuer S.; Alsalamah A.K.; Lenzner S.; Drasdo M.; Schatz P.","Vitreoretinal Division, King Khaled Eye Specialist Hospital, Al-Oruba Road, PO Box 7191, Riyadh, 11462, Saudi Arabia; Ophthalmology Department, Prince Mohammed Medical City, AlJouf, Saudi Arabia; Human Genetics Bioscientia Ingelheim, Ingelheim am Rhein, Germany; Department of Ophthalmology, Clinical Sciences, Scane County University Hospital, University of Lund, Lund, Sweden","JAMA Ophthalmology","9","","False","Scopus","10.1001/jamaophthalmol.2020.6085"
